text,label,username_encoded
"It’s almost as if more Sunnis were killed because you are the majority of the Syrian population and the driving force among the armed opposition, who woulda thunk!",r/syriancivilwar,Z0FBQUFBQm0yeGNXcW1wekNmYXJ1Sm1PTkxpZi1EX0JFR3h3ZmFnelhHMkhBU29HQ0pwaHZud2V3U2RMTzdyVFc4RWtKQkF2X053V2w1XzJOVXVkcUN5UlBxTzJ5blpPV0E9PQ==
"When an alawite opposition arises (rifaat al Assad) he is given all the money in the world.

When it's a Druze/Christian opposition no one gets attacked. They might get threatened and that's it.

When there is a sunni opposition, the whole area suspected would be collectively punished. If you are from ghouta you'll be killed on checkpoints just because it says sunni from ghouta. Even if you don't like the opposition.

The future is with the sunnis, in a decade I'm 100% sure Russia will one day try to strike a deal with us. Our internal problems are the only thing that'll persist.",r/syriancivilwar,Z0FBQUFBQm0yeGNXYlBRckM2NGJ2SlVaM1NNZE9uSzU5TENvam1uNFltYXJzQ3ZsWm00U2lRRXNKdDhUUHpxNHdEYmZGQlYxaGdfTE9QWkEzNlN3d1I1eTVUUlVfbWpaRnpENVF1WFRkTUktandjNXNvdWlmQlk9
"https://www.nytimes.com/2022/01/23/world/middleeast/syria-christians-idlib.html

“On Christmas Day, Michel Butros al-Jisri, one of the last Christians in the Syrian city of Idlib, didn’t attend services, because the Islamist rebels who control the area had long since locked up the church.“

And when you’re a Christian you’re treated like crap by Sectarians aka your fellow Sunnis

“The future is with the Sunnis” 

If that was the case you fundamentalists would have won, but look around, you didn’t lol. A lot of bravado for someone whose side lost the war",r/syriancivilwar,Z0FBQUFBQm0yeGNXUjJRTEhIR2YtMllINTVSTEdSaFZ6eEpUTFVrc0NWQkQydUdfbW5FS0ZJZUNIM0NMaDB0a1Y4S09nUzlmams5dWZXcTFuRV9hbjdhYXV1ZERaNC1aNGc9PQ==
">If that was the case you fundamentalists would have won, but look around, you didn’t lol

The Taliban (I don't support it) supposedly lost back in the day. We don't lose our win just gets postponed",r/syriancivilwar,Z0FBQUFBQm0yeGNXV05NTW9Bamh0NjhFS1dIYi1ybEpRME41VGZVeEZCcHVPajFlQU8tYWJza2xaQURBQVgwb0dUNC16eEJBRzBNZ1pfdFRYOEFia3ZHajlyUmhCMFF0UlZmVXE4cWl6ZXdDYWlhdndaMk10c1E9
"That’s what they told themselves in Hama in 82 I’m sure lmao

And you’re still whining about “no one cares about us Sunnis!”",r/syriancivilwar,Z0FBQUFBQm0yeGNXcF95NC1JU2FSdVR1QVlmYmp1VG5sVFl0YXg2RkxJaE5qY2x6U0VfekFEczNhZHNlQnk4N1VIVkRDaGl0SkxlenBXTmI2Z1NOUnAyQ244U1ZQREJIbFE9PQ==
See this is what I would like to see more coming from that area rebuilding and hope,r/syriancivilwar,Z0FBQUFBQm0yeGNXdWk1UG9zaWh1UmR5ZVhXZUptU2xtMWJoR0RoQnNQUEZDMnRXWG9scWVxbDZTdHRUdl8xRV9yemQ0SlJWdGd0ektWV1I1YlA2bVNQOW5uZ3ZmTEtkdVE9PQ==
"During the 80's Syrians were secularised, even during 2011 when the only reason any Islamism existed was Assad attacking protesters. My family is conservative and even with that we intermarried with alawites. The rebels at one point were products of that generation. They were what tge west and Europe should consider good yet that helped them with nothing. 

Now it's different, the Syrian gen z and whoever will come after them will remind you of the days the soviet union crumbled and found itself losing against chechens. You were forced to negotiate with chechens.

As for suffering, I believe it benefited us undoing the secularisation we had, I don't view it as a loss but when someone asks I point it out.",r/syriancivilwar,Z0FBQUFBQm0yeGNXQ0lQdGp4Sld5dXFDei1iMEU3Y1ZYalJ5VUpTM1hUNzFFVFpfNHhrYlFPbldlWEY2QkNFaEhraXIzTjdJU1g3MjlnRHZXaXRmYXBPTUNsUWZhTnI1emFjZmthdk1JcGFyaENWajJGcFduQ1k9
All of this was yapping you guys lost like in 1982 with the Ikwan. And thank God for that,r/syriancivilwar,Z0FBQUFBQm0yeGNXbTlIdE1DSFkxVExVUVJoMGpJenhTMnp2VmRRZG1Na3dFUjJYTkJQMGtqT1hTX0I1NkdjLXZxd2N3ZklsLXpjbjk5WFRjZ25iZzc5RUtfanVDLS1uT1E9PQ==
"Nope.

I've seen some old reports of treating wounded rebels in the Israeli hospitals since 2013.

[IDF medics seen treating Syrian rebels in new video](https://www.timesofisrael.com/idf-medics-seen-treating-syrian-rebels-in-new-video/)",r/syriancivilwar,Z0FBQUFBQm0yeGNXUzA3dkc4bVFMY2tFU3kzNXFsYnBkLXppSUd2YVFKNWRWaVdKQkVJZ0s1TU5tNVFfcUdGNWdTMFJGOF84QThzeThDU252LVZhejVQZHNoNVpQd1hXTUE9PQ==
"This two strikes are in a completely different location.

Try to geolocate them around where that building is: the building in your post is in 35.809161, 36.261265",r/syriancivilwar,Z0FBQUFBQm0yeGNXNGJMaklvM0l1dVd3SkM1N1BOZGhGc2dEdXhDTnlQZWJSNUlQSmxuTXFrbW1wQjdoQUtYZEREWVpDRmdQZnBDaTQxVkdQcnBJY3Znam9kN0lJU2VSMElxXzlJdEYzRXRaYnEtSWV4bGh6Ums9
No Israel directly armed and supported ISIS and Al Qaeda against Assad.,r/syriancivilwar,Z0FBQUFBQm0yeGNXbHBjMW9UbGR5UldseWVtczBjMC1ESjg0VmpEajVCV09KVEhJa2RyckVGSVVMdmxlYW02T0paRXJPalBXNXpCZ0xhUE1tLXBKTnJ2eC04cHNfSENJVmc9PQ==
"Once only, isis accidentally fired a rocket to occupied Palestine and they apologized to the Zionest government.",r/syriancivilwar,Z0FBQUFBQm0yeGNXVDdsZ0pDeHkxUjRwSHcwTTNyOU1vQmVobGF3MG0xUHBOUFVoOTR5TmF2bEQ2Q3Zob2pvTlVrVFVUU191U2hVZzhHTHJuUmlMa0JMazh5ZEk5a0dsY0E9PQ==
The FSA was literally bordering the occupied Golan and received arms (light arms) and medical assistance.,r/syriancivilwar,Z0FBQUFBQm0yeGNXMDc3akJJU3JTdlhGckw0U0t2ejh4THBrS1JQUlFldVdfdkRSc1lEb2xzNFFmVC12Ql9Vc2xFUWZvSlRQblBsLUktQ0pfc0R4V05xVjdQV1JPNWFsS0E9PQ==
"Yes bc israel had a field hospital, anyone could have gone",r/syriancivilwar,Z0FBQUFBQm0yeGNXeUxkaHBLVmJWeXE0WFduM1p0aG9GWHRFdm1xWGduSnlDQ0dPYmZfQ25BVDRFX05oUXFxeHdkZldvOEtFOTJRR1RLdlNORFRBd3dDaGpBbS1YTlJrOUE9PQ==
It was impossible for ISIS to attack israel,r/syriancivilwar,Z0FBQUFBQm0yeGNXekJFeGY4TU5ZeUExbGlJZXU3ZWJvaEg3c25NbnNMcEJURWZhN2dfdFdpS1VFYnhKbGdEanNORWRSaGF3T2F0TzIyZ2V3SHRSejNBc05pX2NGdFYxZmc9PQ==
