text,label,username_encoded
"The one thing which Pakistani partnership would allow, however, is having relationships with both of the states sandwiching the Wakhan Corridor.

At the very least, it would allow for a very defensable stronghold in light of its remoteness. At the very most, if China does come around to backing or building a road through Wakhan, the new trade resulting from that could be ""taxed"" the way some Taliban ""taxed"" the Ring Road back in the day. 

Between those two ends of the spectrum, a secure Wakhan would provide a narrow but immediate front for expansion along the remainder of the Tajik border. I only worry about Pakistan connecting with any resistance orgs as a sting operation to sell them out to the emirate.",r/afghanconflict,Z0FBQUFBQm0yeGJjV3d4TG9HUmx1Nm1IdkxwaXhQWVUwV1Z3clhrcXhLYnlTR21MVHZZR0VYMzl5QjNpU0dUanZxNlluaEtrRGFJMmE2SGpXNENnaTdpSTF6eWN5THRjcVE9PQ==
"Assuming the allegation concerns the NRF & AFF, and not ISKP, it would be the first time that Pakistan chose the non-fanatical and non-Pashtun side in the fight.

I think the bigger concern is whether this would be, if true, a sting operation on the part of the ISI to get good with the Taliban. If not, I only see this as an improvement, especially if the leadership isn't going to switch out and no new groups seem to be forthcoming in the foreseeable future. 

If nothing else, any intensified NRF or AFF activity could grant new groups the bandwidth to form beneath the emirate's shadow.",r/afghanconflict,Z0FBQUFBQm0yeGJjOVU5cXk4M2JUZzlQVWxEZXhUSTY5X2J5bVpnNG1VelkxWFgwd1k3bm53eGdRaU96Vl9YWGJ4YWVhTWdvZEZjVzdyLXhjMUdjNFRFQ3RSejNySnduYWc9PQ==
Hope this number increases.,r/afghanconflict,Z0FBQUFBQm0yeGJjN0RLU3czb3lGWnpVSWJQVldnV1JpZVBrMjlPQTRjQXRpSnRzZGdMT0RRSGJBSHplWjVuLS1UUHVTZ01BcXZQcmtSQjlranJtTXN0XzVHNFJjTjI2RUE9PQ==
As of recent their casualties have been fairly high in waziristan,r/afghanconflict,Z0FBQUFBQm0yeGJjMGtiZWFJTEFCSl9VM1lreVowaG5CQ0NNWHlCZDVmUFVMa2dDamtuUGxwQVMwenFOcTlfWTF5Qkt5ZFFGSDZMZHhsX2FLMl9FckgxSGU5MW1EejFFWFE9PQ==
"Rest in peace.

(Why did I get downvoted?)",r/afghanconflict,Z0FBQUFBQm0yeGJjTkVGZE9US3ZPQnRsT0JjOGRMYXUxdjZSM1Awb2oydDhtNGFyRDc1a3kta2tkalk1Rk82dlVnUjZwZWNnYzJJM3BucGl1WkhCaUwzYy1tVEFVRlgwQmc9PQ==
"Interestingly Pakistani 'analyst' page The Khorasan Diary only mentioned three deaths for the first group of soldiers killed and ignored the second soldier, Naik Saeed, who was killed in Datta Khel entirely. However smaller social media pages acknowledged their deaths and were mourning their loss. 

This may suggest there is pressure on the Khorasan Diary page to play ball in downplaying Pakistani military casualties.

The first attack in Tirah [was a joint LeI and TTP attack](https://x.com/KhyberScoop/status/1794989509139993027) and 4 militants were also killed.

[The third man was an Assistant Sub Inspector and gunned down.](https://x.com/ShabbirTuri/status/1795723194646806685)",r/afghanconflict,Z0FBQUFBQm0yeGJlYkd5Nzd3UWVKRWdZV01EXzVBWGYxZWcxblFVc01FR0dTN3pjdGU5djhPRkNUZmJ6bXRCMEtvVzNUb1h6UF8wenRLWC1obHhEMW9abnBmVmlOODJZLVdIdU5BbDc2bjctTEhxVGI5dTBzMUE9
"[https://x.com/AfghanAnalyst2/status/1794280964849611023](https://x.com/AfghanAnalyst2/status/1794280964849611023)

[https://x.com/khorasandiary/status/1795125978504601856](https://x.com/khorasandiary/status/1795125978504601856) 

[https://x.com/khorasandiary/status/1795862357215752651](https://x.com/khorasandiary/status/1795862357215752651)",r/afghanconflict,Z0FBQUFBQm0yeGJlZHF4WlNfRkdoUmRwVGlLQVF4bE1xRU1vMV80NkYyNDFOY3dRamlUdF9tQnlFaURCSlNoUC14SFM2RTBmWmc5aEx2VE9mbmQ1WmNRZ3duUXhGUG94WFRqM3VoaFpmWVBjckhWck5uT0Y5QjA9
I’m starting to notice a pattern of news every week about Pakistani forces being killed in random attacks.,r/afghanconflict,Z0FBQUFBQm0yeGJmZ25mWUFIaTBiYmd6RU1hZGJJcFJqS0FCZGNSZkhNYUluV28yX0FwNFM2WkJxSS1Kc3paY2tlS0dNSXRVQlk4a3NqOWxnY1J0bWh3eXFUdEwwOUl5Z0E9PQ==
"Iftikhar firdous and ihsan tipu really do have a pro paki bias if you see their urdu interviews,  it's almost as if they don't wanna mention pak army meddlings",r/afghanconflict,Z0FBQUFBQm0yeGJmRlJLbjE2VEo0RTNVdmVrdm9GVUd6a2diaWZCNEludHRPQm5wOVhFZ3ZqNkRsRThNbFpzazZpbFJyaXo0bG43Rlo3Ung5djlmNXdvYzlwNWc4TXhqUWc9PQ==
About 23 Taliban militants were also killed in the same  exchanges,r/afghanconflict,Z0FBQUFBQm0yeGJmWEdnT253TG9VRHBhU3FRcTR4V3lwM2lOakZEQVJhd0ZsWVpjajZMVEZWaW9qaWZUNUx2T3RERDlmanp6R2dWSGVmS0pFOGtRUi1jaGRxYlJyUFUxaDVlVV94X2ozY29uXzB5Sk03aE02LW89
