text,label,username_encoded
Every single taxi driver in Poland told me how they hate ridesharing companies but I think it’s great Taxi drivers lost their monopoly,r/europeanpolitics,Z0FBQUFBQm0yeGNENnJPZC1sTkV2V3lJVFE4ZGtjRWprQkt3SmJIQkdTRHVmdjdSdDFHM1N4X1hJaTRRY0NCSDc5SkFxZ09xYnVUelZHZnpCRUFiSnNVSWZMdjN2Y3lEdldiY0VmUS05aTJwNkg1Nkw2bmRjM0U9
Clean air in Warsaw?…,r/europeanpolitics,Z0FBQUFBQm0yeGNERllSNEo5UEtUZXNtQ0oyRXZjb19ZZ0oxV3AtemlocTdWNUQ3SWNVazVJVGZTQVNKT0FQTXlLZWE0aE1LQ3Ixc2dBZGx0U0t5dEMzVDB2c2lpWTJ3ZzhjOFBKZ2F2VnNhbFpvSDg4Y1Fkek09
"As long as it’s not abused to shoot unarmed migrants, and ***really*** in self-defense…",r/europeanpolitics,Z0FBQUFBQm0yeGNEMkJOX1RmaGJJWVVRYk83NG9WZnNscHZzaDdjbHZPZmI4cE9wUlM1UEYzTzRVdlpobDJVRm5TZFlkNWdXZFBqLU9NVVFYSTE1aERVRURwVENmVEswR05QSWstZWJLWnRxWXZhejRITWN6X009
"It’s in Poland’s security interest to have independent democratic EU-member Nato-member Ukraine on its border, how much longer the world has to wait for it?..",r/europeanpolitics,Z0FBQUFBQm0yeGNEbEh5d2VBdmJjVzNvWlU2WXEyRHRnYXZZSTkxeG5fb3NhUzZCU0loZzlkX19yUVVEZ19Jd3ROUGM4OUszQUUwSkJaTmtVbUVsaTE5ZkhhZlpCSWZzV2gwVURWWGpLdGRsNUxDa21CanQ1a1k9
">Poland’s constitutional court has ruled that a bill was passed unconstitutionally due to the exclusion from parliament of two opposition politicians who lost their parliamentary seats after receiving criminal convictions.

>The politicians in question, from the national-conservative Law and Justice (PiS) party, argue that they were illegitimately excluded and still hold their seats due to being pardoned by President Andrzej Duda, a PiS ally.

>The Constitutional Tribunal (TK) has now endorsed that view. Its decision may have further consequences as it seems likely similar rulings will be issued regarding all bills passed without the involvement of the two politicians, including vital budgetary legislation.

>However, a deputy speaker of parliament has indicated that they will ignore the TK’s ruling – as they have with others in the past – because the tribunal, which is stacked with appointees from when PiS was in office, is “acting on political orders”.

>

>In January, Duda began referring all bills passed by parliament to the TK due to his “doubts” that they were legally adopted given the exclusion of PiS politicians Mariusz Kamiński and Maciej Wąsik.

>The pair – who served as ministers in the PiS government during its time in power from 2015 to 2023 – were in December handed jail sentences and banned from holding public office after being convicted of abusing their powers.

>They argue that those sentences were illegitimate because Duda had previously pardoned them. But those pardons are themselves disputed, with the Supreme Court finding last year that they were issued illegitimately but the TK ruling that the Supreme Court had no right to rule on that issue.

>

>In December, Szymon Hołownia, the speaker of the lower-house Sejm and one of the leaders of Poland’s current ruling coalition, excluded Kamiński and Wąsik from parliament due to their convictions. They appealed against that decision.

>In January, one chamber of the Supreme Court ruled that the decision to end Wąsik’s parliamentary mandate was invalid. But a week later, another chamber upheld the decision to end Kamiński’s mandate. However, he argues that that decision was made by a chamber not authorised to rule on the issue.

>Subsequently, Kamiński and Wąsik were forced to begin serving their two-year jail sentences in January before being released soon after when Duda issued them with new pardons.",r/europeanpolitics,Z0FBQUFBQm0yeGNEVWRvVndiMUtzWjYtcEV6TFRhcUZCdjlhVmlRSzI3VW9vQW9zM3VaWG9kX3IyNnZsLWc0U1RadDI5ekVpbHYza0dyUXN6dFpBMmt5ZHBUVEtKcG5WTnc9PQ==
"Not really; the tribunal not too long ago was also declared a legally non-binding entity, thanks to judges-doubles being partially in charge.",r/europeanpolitics,Z0FBQUFBQm0yeGNEeDV6WFJCekstNHk5a1hLZHVXclcybEozRUQ2Ty1HdV9fT0t1SW00UWNUX0VmWlFndmQ2Zi1ySi1FT3ppWGV1U0NrVURlS0oyZnlSanZ0OHN0eV9wN0E9PQ==
">On Thursday, the TK issued its first ruling on a request by Duda to assess the constitutionality of legislation passed by parliament while Kamiński and Wąsik were excluded.

>It found the bill in question – relating to research and higher education – to be invalid due to “a defective formation of the composition of the Sejm which passed the examined law”.

>“The unconstitutionality of the reviewed law is caused…by the fact that two MPs, as a result of arbitrary actions of the speaker of the Sejm…were not allowed to participate in the procedure,” said TK in a statement after the publication of the judgment.

>“The illegal actions of the speaker of the Sejm had the effect of undermining the will of a particular group of voters who considered that Mariusz Kaminski and Maciej Wąsik should represent the nation,” it added.

>In view of this, the court ruled that the bill under review was incompatible with article 7 of the constitution, which requires the authorities to act on the basis and within the limits of the law; article 104, which states that MPs are representatives of the nation; and article 96, which stipulates that the Sejm consists of 460 MPs.

>

>The verdict was reached unanimously by a panel of five judges, two of whom – Krystyna Pawłowicz and Stanisław Piotrowicz – are former PiS MPs who served alongside Kamiński and Wąsik in parliament. Another was the court’s chief justice, Julia Przyłębska, who is a close personal associate of PiS chairman Jarosław Kaczyński.

>The current ruling coalition in the past has argued that it has an obligation to ignore TK rulings passed with the involvement of Pawłowicz and Piotrowicz when they have a conflict of interest as former PiS MPs, and with the involvement of Przyłębska, whose term they argue has legally expired.

>In response to yesterday’s verdict, a deputy speaker of the Sejm, Piotr Zgorzelski, told Polsat News that “no one will care about the ruling of the TK, which has lost its impartiality” and “has acted for many years on political orders”.

>At this month’s European elections, Kamiński and Wąsik stood as PiS candidates for the European Parliament and both were elected.",r/europeanpolitics,Z0FBQUFBQm0yeGNEZVA4OHVta0Q1cVFPRDFYZnB0S3N6Y2RhOTF1OWlXLVN2VWhhcjhsTmw3U1NWUnl2QXJJV0hnVHd4dzdxOFprS3dvVUxwUnotbzhWb0didDltajBMdXc9PQ==
">Two alleged members of Russian private military company the Wagner Group will stand trial in Poland on charges including terrorism. If found guilty, the men, who are both Russian citizens, face up to ten years in prison.

>Prosecutors announced on Friday that the pair, who can be named only as Andrei G. and Alex T. under Polish privacy law, had been indicted for crimes including participating in the activities of foreign intelligence and participating in an international armed group aiming at committing terrorist offences.

>

>The suspects were first detained in August last year by Poland’s Internal Security Agency (ABW), with the interior minister at the time saying they had been “distributing propaganda materials of the Wagner Group in Kraków and Warsaw”.

>Before that, posters encouraging people to join the Wagner Group had appeared in public places in those cities. Shortly after being arrested, the two Russian men were charged and placed in pretrial detention, where they have remained since.

>In a statement today, the national prosecutor’s office said that “the defendants recruited Polish citizens and foreigners residing in Poland for mercenary military service prohibited by international law (the PMC Wagner Group)”.

>“For this purpose, they put up at least several hundred recruitment stickers that enabled direct contact with other people responsible for recruitment and organisation,” continued the statement.

>

>Additionally, the pair are accused of working for Russia’s Foreign Intelligence Service (SVR). They were tasked with “conducting the so-called hybrid war, including propaganda activities aimed at destabilising the political situation and causing damage to Poland”.

>“Hybrid war” is a term often used by Polish and European authorities to describe a range of non-military tactics used by Russia and its ally Belarus, such as spreading disinformation, carrying out cyberattacks, and orchestrating a migration crisis on Poland’s borders.

>In recent months, a number of people suspected of carrying out espionage and sabotage on behalf of Russia have been detained in Poland.

>In response to such threats, the Polish government has recently announced increased spending on border fortifications, cybersecurity and the security services.

>

>The Wagner Group, founded by Yevgeny Prigozhin, once a close ally of Vladimir Putin, played a prominent role in Russia’s full-scale invasion of Ukraine in 2022. It has also been used as a proxy force by Russia elsewhere, notably in Syria, Libya, Mali and the Central African Republic.

>After leading a failed rebellion in Russia itself last year, the Wagner Group relocated some of its forces to Belarus, where its mercenaries became engaged in training exercises with the Belarusian military, including near the border with Poland.

>In August last year, Prigozhin died in a plane crash, after which leadership of the Wagner Group was assumed by his son Pavel.",r/europeanpolitics,Z0FBQUFBQm0yeGNEN1NXRVptSndpWWthME82SlFUVmxlTVZ1bVNXS0hqc0ZFSGtLNXhPbUh5bG5ucl9qVWlOR0E5V0wtd0g2a3FiMVV3Ykl4bjl1X19kcFg1bVJnc3Q4Qmc9PQ==
That’s great it will be in part produced “na miejscu”,r/europeanpolitics,Z0FBQUFBQm0yeGNEbnNPRmtvZjgzSDlkRHZnU2x0M2FKTmlwRXpKQWg5Sk1GT205SGxaTkZ1MkxDQXRwRnRLWktlWWN4Umpfd2QzNE4zVEM4aHJONjVyajZaaTNCZVJHMzlUdUZMaEZNeHVaVWNKY1B6Rkk3dWc9
"Wow they got them, I remember posts on X with pics of stickers a while ago..",r/europeanpolitics,Z0FBQUFBQm0yeGNETGZsalZuUmNnYUJKcmxzbFRsWEtSOU51SVhETERKb1dRZ3Y2WDUtZWxDSzVlQXgzaTRmN0xWaFltbHRmVHp5R2pWNG9mbS1kdkY2RGk3T0JqbklxT3dIeG5pRmVvMDhfbjlmX1N4LTM2Tmc9
